How to: Automated Tests for Unity Mobile Apps with Appium and AltUnityTutorial article on how to automate tests for Unity mobile apps with Appium and AltUnity tools. It contains an example python project with the setup and steps needed to run a basic test scenario.,"Apr 22, 2021",by Timea Pusok Blogger,Game developer,https://www.gamedeveloper.com/programming/how-to-automated-tests-for-unity-mobile-apps-with-appium-and-altunity,Tutorial article on how to automate tests for Unity mobile apps with Appium and AltUnity tools. It contains an example python project with the setup and steps needed to run a basic test scenario.
"Cybervisulization Post MortemA postmortem of our project visualizing and displaying cybersecurity competitions for general audiences. Authored by: Kevin Laporte, Justin Neft and Robley Evans.","Apr 08, 2021",by Justin Neft Blogger,Game developer,https://www.gamedeveloper.com/design/cybervisulization-post-mortem,"A postmortem of our project visualizing and displaying cybersecurity competitions for general audiences. Authored by: Kevin Laporte, Justin Neft and Robley Evans."
"Subverting Player Expectation Part IIPart 2 in a discussion on 'subverting player expectation'; doing something different with a game's mechanics to make it engaging and keep it from becoming predictable, focusing on the creation of a unique workbench event in ""The Last of Us Part II"".","Mar 26, 2021",by Pete Ellis Blogger,Game developer,https://www.gamedeveloper.com/design/subverting-player-expectation-part-ii,"Part 2 in a discussion on 'subverting player expectation'; doing something different with a game's mechanics to make it engaging and keep it from becoming predictable, focusing on the creation of a unique workbench event in ""The Last of Us Part II""."
"Fullscreen Exclusive Is A Lie (...sort of)Fullscreen exclusive is real, but I haven't been able to find a single game where the fullscreen exclusive vs borderless window settings do what you'd expect.","Feb 22, 2021",by Mason Remaley Blogger,Game developer,https://www.gamedeveloper.com/programming/fullscreen-exclusive-is-a-lie-sort-of-,"Fullscreen exclusive is real, but I haven't been able to find a single game where the fullscreen exclusive vs borderless window settings do what you'd expect."
So You Want to Make a Change: Patching & Configuration in Live GamesDiscussing the technologies and philosophies used to operate modern live service games,"Feb 16, 2021",by Dru Erridge Blogger,Game developer,https://www.gamedeveloper.com/programming/so-you-want-to-make-a-change-patching-configuration-in-live-games,Discussing the technologies and philosophies used to operate modern live service games
"Get a job: Wooga is hiring a Senior QA Test EngineerFor its newly formed QA Engineering Department, Wooga is looking for an experienced (Senior) QA Test Engineer.","Feb 04, 2021",NONE,Game developer,https://www.gamedeveloper.com/programming/get-a-job-wooga-is-hiring-a-senior-qa-test-engineer,"For its newly formed QA Engineering Department, Wooga is looking for an experienced (Senior) QA Test Engineer."
Why you need a UI/UX DesignerThe role is more versatile than you think! Here's how to take full advantage of it…,"Dec 18, 2020",by Iuliana U Blogger,Game developer,https://www.gamedeveloper.com/design/why-you-need-a-ui-ux-designer,The role is more versatile than you think! Here's how to take full advantage of it…
"What every game designer should know about human psychologyWhen our brains process something as complex as a video game, there’s a lot going on. Understanding the role that psychology plays within the science of game development is crucial to creating memorable and engaging games.","Dec 14, 2020",by Michael Moran Blogger,Game developer,https://www.gamedeveloper.com/design/what-every-game-designer-should-know-about-human-psychology,"When our brains process something as complex as a video game, there’s a lot going on. Understanding the role that psychology plays within the science of game development is crucial to creating memorable and engaging games."
"Deep Dive: Evolving the UX/UI of A Total War Saga: Troy using player feedbackWith the latest content drop for A Total War Saga: Troy, I figured it was a good time to talk about how user testing and community feedback have helped us evolve the UI/UX of Troy both pre- and post-release.","Nov 20, 2020",by Game Developer Staff,Game developer,https://www.gamedeveloper.com/production/deep-dive-evolving-the-ux-ui-of-i-a-total-war-saga-troy-i-using-player-feedback,"With the latest content drop for A Total War Saga: Troy, I figured it was a good time to talk about how user testing and community feedback have helped us evolve the UI/UX of Troy both pre- and post-release."
"Postmortem: Children of MortaChildren of Morta is a narrative-driven, roguelike action game about a family of guardians. A year has passed since the launch of the game. This article will describe the main lessons we learned from the game's development process and a year post-launch.","Nov 02, 2020",by Amir H. Fassihi Blogger,Game developer,https://www.gamedeveloper.com/design/postmortem-children-of-morta,"Children of Morta is a narrative-driven, roguelike action game about a family of guardians. A year has passed since the launch of the game. This article will describe the main lessons we learned from the game's development process and a year post-launch."
"TILE GAMES LEVEL DESIGN: BEST PRACTICES FOR TESTING LIKE A PROIn tile puzzle games, the engaging level design is butter and bread, and the very thing players spend time playing. In this article, we talked with Renald Gazar, Lead Level Designer at Room 8 Studio, about levels quality assurance.","Oct 01, 2020",by Anastasiia Kladova Blogger,Game developer,https://www.gamedeveloper.com/design/tile-games-level-design-best-practices-for-testing-like-a-pro,"In tile puzzle games, the engaging level design is butter and bread, and the very thing players spend time playing. In this article, we talked with Renald Gazar, Lead Level Designer at Room 8 Studio, about levels quality assurance."
Bring Light into Darkness - Â How to add tests to an existing projectWell written automated tests can increase the understandability of code and make easier to maintain for a long time. In this post I would like to show the different kind of tests I use to add tests to an existing (untested) code base.,"Sep 30, 2020",by Game Developer Staff,Game developer,https://www.gamedeveloper.com/programming/bring-light-into-darkness---how-to-add-tests-to-an-existing-project,Well written automated tests can increase the understandability of code and make easier to maintain for a long time. In this post I would like to show the different kind of tests I use to add tests to an existing (untested) code base.
"Dependency injection on UnityMany has been written about dependency injection, even Unity folks wrote about it long time ago, and there are some good frameworks like Zenject, so what is so cool about dependency injection?","Sep 08, 2020",by Ruben Gonzalez Blogger,Game developer,https://www.gamedeveloper.com/programming/dependency-injection-on-unity,"Many has been written about dependency injection, even Unity folks wrote about it long time ago, and there are some good frameworks like Zenject, so what is so cool about dependency injection?"
"Shovel Knight: Debug FeaturesIf you've ever looked into the world of game development, you've probably heard that making games is really tough! Today, we'd like to discuss some of the development tools and tricks that speed our games from concept to reality.","Jul 27, 2020",by David D\'Angelo Blogger,Game developer,https://www.gamedeveloper.com/design/shovel-knight-debug-features,"If you've ever looked into the world of game development, you've probably heard that making games is really tough! Today, we'd like to discuss some of the development tools and tricks that speed our games from concept to reality."
"Making a SNES game in 2020Last year, I released a new game for my favorite console: the Super Nintendo (SNES). This article presents the numerous steps of this incredible journey: designing the game, overcoming SNES-related technical issues, manufacturing new SNES cartridges...","Jun 09, 2020",by Doctor Ludos Blogger,Game developer,https://www.gamedeveloper.com/design/making-a-snes-game-in-2020,"Last year, I released a new game for my favorite console: the Super Nintendo (SNES). This article presents the numerous steps of this incredible journey: designing the game, overcoming SNES-related technical issues, manufacturing new SNES cartridges..."
Should STL containers be used in game engines?Deep dive into STL containers' performance for a small number of elements.,"May 11, 2020",by Jiri Holba Blogger,Game developer,https://www.gamedeveloper.com/programming/should-stl-containers-be-used-in-game-engines-,Deep dive into STL containers' performance for a small number of elements.
"Unity C# Pattern Matching: Make It Shorter (C# 7.0)I've been frustrated to see how much useless repetition I had in my C# conditionals and switches, but I knew programmers could do better. In this post, I'll show you how to make your code more concise with Unity C# Pattern Matching (C# 7.0)","May 06, 2020",by Ruben Torres Bonet Blogger,Game developer,https://www.gamedeveloper.com/programming/unity-c-pattern-matching-make-it-shorter-c-7-0-,"I've been frustrated to see how much useless repetition I had in my C# conditionals and switches, but I knew programmers could do better. In this post, I'll show you how to make your code more concise with Unity C# Pattern Matching (C# 7.0)"
"A/B Tests for Analysing LiveOps. Part 3A/B testing of LiveOps part 3: statistical significance, approaches to the interpretation of results, and some conclusions","Apr 27, 2020",by Eugene Matveev Blogger,Game developer,https://www.gamedeveloper.com/design/a-b-tests-for-analysing-liveops-part-3,"A/B testing of LiveOps part 3: statistical significance, approaches to the interpretation of results, and some conclusions"
"Designing the art of Damaged In TransitA deep dive into the process of designing/animating all of the in-game elements from our new puzzle game, Damaged In Transit.","Apr 07, 2020",by Diego Garcia Blogger,Game developer,https://www.gamedeveloper.com/design/designing-the-art-of-damaged-in-transit,"A deep dive into the process of designing/animating all of the in-game elements from our new puzzle game, Damaged In Transit."
A/B Tests for Analysing LiveOps. Part 2How to choose the right metric to run an A/B test. What options do you have while testing (jut A and B or multiple variants). Important notes on preparing a sample for the test.,"Apr 06, 2020",by Eugene Matveev Blogger,Game developer,https://www.gamedeveloper.com/design/a-b-tests-for-analysing-liveops-part-2,How to choose the right metric to run an A/B test. What options do you have while testing (jut A and B or multiple variants). Important notes on preparing a sample for the test.
"A look at how different-sized studios approach the challenges of QAWe speak to experts from small, medium, and larger game companies to find out how they handle the oft-under-appreciated discipline of quality assurance.","Mar 13, 2020",by Jack Yarwood Contributor,Game developer,https://www.gamedeveloper.com/production/a-look-at-how-different-sized-studios-approach-the-challenges-of-qa,"We speak to experts from small, medium, and larger game companies to find out how they handle the oft-under-appreciated discipline of quality assurance."
"The Secret AI Testers inside Tom Clancy's The DivisionIn this final part on the AI of the Division 2, I chat with lead AI programmer Philip Dunstan about the secret AI testers that help playtest the Division 2 and the story behind their creation.","Mar 04, 2020",by Tommy Thompson Blogger,Game developer,https://www.gamedeveloper.com/design/the-secret-ai-testers-inside-tom-clancy-s-the-division,"In this final part on the AI of the Division 2, I chat with lead AI programmer Philip Dunstan about the secret AI testers that help playtest the Division 2 and the story behind their creation."
How to Choose the Best Compression Mode for Your Addressable GroupsHere's how to choose the compression settings for your Addressable Groups and Asset Bundles to reduce wasted performance and storage cost,"Jan 23, 2020",by Ruben Torres Bonet Blogger,Game developer,https://www.gamedeveloper.com/programming/how-to-choose-the-best-compression-mode-for-your-addressable-groups,Here's how to choose the compression settings for your Addressable Groups and Asset Bundles to reduce wasted performance and storage cost
"How To Create An Action Game, As Taught By Action Game Professionals #2 - Takumi Naramura (La-Mulana)As we’ve had a great number of readers proclaiming their wishes to create their own action games, I’ve been speaking with some true craftsmen of the action genre to find out how they make their own titles.","Jan 21, 2020",by Kevin McVay Blogger,Game developer,https://www.gamedeveloper.com/design/how-to-create-an-action-game-as-taught-by-action-game-professionals-2---takumi-naramura-la-mulana-,"As we’ve had a great number of readers proclaiming their wishes to create their own action games, I’ve been speaking with some true craftsmen of the action genre to find out how they make their own titles."
"How Games Are Actually Designed | So You Wanna Be A Game Designer? (#3)A lot of designers starting out like to take a linear approach in design - first keep designing only on paper and then implement exactly that. This is not the most efficient way to do this, so let's talk about iterative design.","Dec 02, 2019",by Stanislav Costiuc Blogger,Game developer,https://www.gamedeveloper.com/design/how-games-are-actually-designed-so-you-wanna-be-a-game-designer-3-,"A lot of designers starting out like to take a linear approach in design - first keep designing only on paper and then implement exactly that. This is not the most efficient way to do this, so let's talk about iterative design."
"Third Person Camera View in Games - a record of the most common problems in modern games, solutions taken from new and retro gamesThe amount of thought and work that goes into game cameras is often underestimated. In this article, you can find out about the common problems found in today's third person games and what kind of solutions are available to counteract those issues.","Nov 11, 2019",by Andreas Buehler Blogger,Game developer,https://www.gamedeveloper.com/design/third-person-camera-view-in-games---a-record-of-the-most-common-problems-in-modern-games-solutions-taken-from-new-and-retro-games,"The amount of thought and work that goes into game cameras is often underestimated. In this article, you can find out about the common problems found in today's third person games and what kind of solutions are available to counteract those issues."
"Idea People? | So You Wanna Be A Game Designer? (#1)During my time in the industry, I had to interview and review tests of many aspiring designers. What I've noticed is that there are a lot of misconceptions potential juniors have, so I decided to create a series dedicated to these misconceptions.","Oct 28, 2019",by Stanislav Costiuc Blogger,Game developer,https://www.gamedeveloper.com/design/idea-people-so-you-wanna-be-a-game-designer-1-,"During my time in the industry, I had to interview and review tests of many aspiring designers. What I've noticed is that there are a lot of misconceptions potential juniors have, so I decided to create a series dedicated to these misconceptions."
"Deep Dive: Telling Lies - Making a mechanic out of scrubbing videoSam Barlow, writer and director of FMV game Her Story, offers a fantastic breakdown of the video scrubbing mechanic of Her Story follow-up Telling Lies.","Oct 08, 2019",by Game Developer Staff,Game developer,https://www.gamedeveloper.com/design/deep-dive-i-telling-lies-i---making-a-mechanic-out-of-scrubbing-video,"Sam Barlow, writer and director of FMV game Her Story, offers a fantastic breakdown of the video scrubbing mechanic of Her Story follow-up Telling Lies."
Unity Immediate and the Art of Automating PlaytestsLearn the basics of the Unity Immediate Window package by solving an important challenge in Game Development: Automating Playtests!,"Sep 17, 2019",by Ruben Torres Bonet Blogger,Game developer,https://www.gamedeveloper.com/design/unity-immediate-and-the-art-of-automating-playtests,Learn the basics of the Unity Immediate Window package by solving an important challenge in Game Development: Automating Playtests!
"Q&A: Producer Dante Falcone on avoiding crunch in live game devHere, experienced producer Dante Falcone (Turbine, ZeniMax Online, Oxide Games) shares advice on how to plan and schedule your next live game to avoid overworking your team.","Aug 29, 2019",by Alex Wawro Blogger,Game developer,https://www.gamedeveloper.com/production/q-a-producer-dante-falcone-on-avoiding-crunch-in-live-game-dev,"Here, experienced producer Dante Falcone (Turbine, ZeniMax Online, Oxide Games) shares advice on how to plan and schedule your next live game to avoid overworking your team."
"Creating a Procedural Mini-RPG in Godot with Memory MechanicsI created Eman Quest, a procedurally-generated mini-RPG with memory mechanics, over nine months, in Godot. In this retro, I chronicle what went well, not so well, and some actionable take-aways (especially if you use Godot).","Aug 23, 2019",by Night Blade Blogger,Game developer,https://www.gamedeveloper.com/programming/creating-a-procedural-mini-rpg-in-godot-with-memory-mechanics,"I created Eman Quest, a procedurally-generated mini-RPG with memory mechanics, over nine months, in Godot. In this retro, I chronicle what went well, not so well, and some actionable take-aways (especially if you use Godot)."
"Smart & Casual: The State of Tile Puzzle Games Level Design. Part 2In the second of the two articles on the topic, Darina Emelyantseva, Lead Level Designer and Game Economy Designer at Room 8 Studio, shares why the last move win feels so rewarding, and how knowing dopamine triggers helps engage players.","Aug 02, 2019",by Darina Emelyantseva Blogger,Game developer,https://www.gamedeveloper.com/design/smart-casual-the-state-of-tile-puzzle-games-level-design-part-2,"In the second of the two articles on the topic, Darina Emelyantseva, Lead Level Designer and Game Economy Designer at Room 8 Studio, shares why the last move win feels so rewarding, and how knowing dopamine triggers helps engage players."
"What is the Solution for Art Testing in the Entertainment Industry?I interviewed over a dozen artists and creatives to discuss better solutions and standards for the ongoing and familiar practice of Art Tests which employers use to vet job candidates in the Video Game, Animation and Entertainment Industry.","Jul 08, 2019",by Tony SANTO Blogger,Game developer,https://www.gamedeveloper.com/design/what-is-the-solution-for-art-testing-in-the-entertainment-industry-,"I interviewed over a dozen artists and creatives to discuss better solutions and standards for the ongoing and familiar practice of Art Tests which employers use to vet job candidates in the Video Game, Animation and Entertainment Industry."
"How Rare Automates Testing for AI (and More) in Sea of Thieves (Part 4 of 4)How Rare playtest Sea of Thieves using automated testing, enabling over 100 internal deployments before public launch.","Jun 26, 2019",by Tommy Thompson Blogger,Game developer,https://www.gamedeveloper.com/design/how-rare-automates-testing-for-ai-and-more-in-sea-of-thieves-part-4-of-4-,"How Rare playtest Sea of Thieves using automated testing, enabling over 100 internal deployments before public launch."
"Welcome to rabbit hell! Reliable AI locomotion with TDDUnit testing is often thought to be inapplicable to game development due to randomness, 3D interaction, and unpredictable player input. But in ElemenTerra, we were able to utilize a TDD workflow to write stable and regression-proof AI locomotion.","May 23, 2019",by Brendan LoBuglio Blogger,Game developer,https://www.gamedeveloper.com/programming/welcome-to-rabbit-hell-reliable-ai-locomotion-with-tdd,"Unit testing is often thought to be inapplicable to game development due to randomness, 3D interaction, and unpredictable player input. But in ElemenTerra, we were able to utilize a TDD workflow to write stable and regression-proof AI locomotion."
"5 Different Types of Game Testing TechniquesAs far as software expressions are concerned, modern games are some of the most complex. The complexity of these games and the amount of money involved in making them, calls for different testing scenarios.","May 22, 2019",by Antonio Torres Blogger,Game developer,https://www.gamedeveloper.com/design/5-different-types-of-game-testing-techniques,"As far as software expressions are concerned, modern games are some of the most complex. The complexity of these games and the amount of money involved in making them, calls for different testing scenarios."
Get a job: Insomniac Games is hiring a User Experience ResearcherInsomniac Games is looking for a User Experience Researcher to conduct usability research and user experience tests to assess user responses to interface designs or methods.,"May 21, 2019",by Alissa McAloon Editor-in-Chief,Game developer,https://www.gamedeveloper.com/production/get-a-job-insomniac-games-is-hiring-a-user-experience-researcher,Insomniac Games is looking for a User Experience Researcher to conduct usability research and user experience tests to assess user responses to interface designs or methods.
Devs share an inside look at Armello's games-as-a-service successAt GDC 2019 today League of Geeks lead producer Lisy Kane took to the stage to share some of what theÂ Armello team learned while hustling to treat the game like a service.,"Mar 18, 2019",by Alex Wawro Blogger,Game developer,https://www.gamedeveloper.com/production/devs-share-an-inside-look-at-i-armello-i-s-games-as-a-service-success,At GDC 2019 today League of Geeks lead producer Lisy Kane took to the stage to share some of what theÂ Armello team learned while hustling to treat the game like a service.
"Come to GDC for an inside look at the AI built to playtest Battlefield V!Come to GDC next week to learn about the birth of AutoPlayers, autonomous bots used for playtesting Battlefield V in scenarios ranging from full 64-player soak tests to specific scripted test cases.","Mar 15, 2019",NONE,Game developer,https://www.gamedeveloper.com/programming/come-to-gdc-for-an-inside-look-at-the-ai-built-to-playtest-i-battlefield-v-i-,"Come to GDC next week to learn about the birth of AutoPlayers, autonomous bots used for playtesting Battlefield V in scenarios ranging from full 64-player soak tests to specific scripted test cases."
"Complete Level Design Processes: Shaping a Cogmind ExperienceA complete rundown of the entire process behind designing and building a new map for the world of Cogmind, and explaining how it integrates with gameplay.","Mar 14, 2019",by Josh Ge Blogger,Game developer,https://www.gamedeveloper.com/design/complete-level-design-processes-shaping-a-cogmind-experience,"A complete rundown of the entire process behind designing and building a new map for the world of Cogmind, and explaining how it integrates with gameplay."
"Advanced UX Prototyping: Next Gen. Prototyping for Games & Apps.Why and How to create Hi-fidelity game UX prototypes that rival finished game's feel to gather qualitative user data or pitch a new idea, way early in pre-production.","Jan 17, 2019",by Om Tandon Blogger,Game developer,https://www.gamedeveloper.comundefined/,"Why and How to create Hi-fidelity game UX prototypes that rival finished game's feel to gather qualitative user data or pitch a new idea, way early in pre-production."
"Finding the fun: A tale of four (five?) gamesTabletop game design holds great value for students as it is free of many technical barriers, allowing students to test and iterate quickly.This post describes a board game design program we ran and challenges students faced, as told through their games.","Jan 16, 2019",by Tom Swanson Blogger,Game developer,https://www.gamedeveloper.comundefined/,"Tabletop game design holds great value for students as it is free of many technical barriers, allowing students to test and iterate quickly.This post describes a board game design program we ran and challenges students faced, as told through their games."
"Sea of Thieves devs share automated testing tips at GDC 2019Hey game makers, at theÂ 2019 Game Developers ConferenceÂ in March theÂ Sea of ThievesÂ devs will show you how they found success usingÂ automated testing techniques from day one!","Dec 11, 2018",NONE,Game developer,https://www.gamedeveloper.com/production/-i-sea-of-thieves-i-devs-share-automated-testing-tips-at-gdc-2019,"Hey game makers, at theÂ 2019 Game Developers ConferenceÂ in March theÂ Sea of ThievesÂ devs will show you how they found success usingÂ automated testing techniques from day one!"
"How Tom Clancy's The Division Manages AI OnlineIn part 2 of my series on The Division, I explain how the online systems manage the AI characters in-game.","Dec 10, 2018",by Tommy Thompson Blogger,Game developer,https://www.gamedeveloper.com/design/how-tom-clancy-s-the-division-manages-ai-online,"In part 2 of my series on The Division, I explain how the online systems manage the AI characters in-game."
Old School Musical Post Mortem / DevelopementOld School Musical is released. Yay ! It's time to go back 7 years back in time (no joke) to talk about how it started.,"Nov 19, 2018",by Francois Bertrand Blogger,Game developer,https://www.gamedeveloper.com/production/old-school-musical-post-mortem-developement,Old School Musical is released. Yay ! It's time to go back 7 years back in time (no joke) to talk about how it started.
"Part 3, Narrative bridging on testing an experienceIn the third and last part of the series, on how to assure the quality of an experience from a narrative and cognitive perspective. The final pieces for a framework that concerns engagement, emotions, learning, pacing and control, will be presented.","Sep 28, 2018",by Katarina Gyllenback Blogger,Game developer,https://www.gamedeveloper.com/design/part-3-narrative-bridging-on-testing-an-experience,"In the third and last part of the series, on how to assure the quality of an experience from a narrative and cognitive perspective. The final pieces for a framework that concerns engagement, emotions, learning, pacing and control, will be presented."
Gameplay Ramps in SpidermanA critical analysis of gameplay ramps when compared to narrative ramps in the Fisk Tower sequence of Spiderman PS4.,"Sep 20, 2018",by Nathan Savant Blogger,Game developer,https://www.gamedeveloper.com/design/gameplay-ramps-in-spiderman,A critical analysis of gameplay ramps when compared to narrative ramps in the Fisk Tower sequence of Spiderman PS4.
"Part 2, Narrative bridging on testing an experienceFollow the building of a framework on how to approach the testing of an experience that concerns engagement, emotions and learning, pacing and control, from a narrative and cognitive perspective beyond structures and templates.","Sep 20, 2018",by Katarina Gyllenback Blogger,Game developer,https://www.gamedeveloper.com/design/part-2-narrative-bridging-on-testing-an-experience,"Follow the building of a framework on how to approach the testing of an experience that concerns engagement, emotions and learning, pacing and control, from a narrative and cognitive perspective beyond structures and templates."
"How to do cost-effective QA for your Mobile GamesFrom successful planning to test execution, the blog gives exclusive insights into QA planning during the project planning phase, as well as building up the optimal QA device matrix in different stages of project for best coverage and successful launch.","Aug 06, 2018",by Kaushal Singh Blogger,Game developer,https://www.gamedeveloper.com/production/how-to-do-cost-effective-qa-for-your-mobile-games,"From successful planning to test execution, the blog gives exclusive insights into QA planning during the project planning phase, as well as building up the optimal QA device matrix in different stages of project for best coverage and successful launch."
"Building a Home: How to Construct a Card GameWith a card game set featuring anywhere from 80 to 200+ cards, documentation and organization is incredibly important. In this article I explain what a card file is and provide an outline of the card game development process.","Jul 20, 2018",by Nicholas Kinstler Blogger,Game developer,https://www.gamedeveloper.com/design/building-a-home-how-to-construct-a-card-game,"With a card game set featuring anywhere from 80 to 200+ cards, documentation and organization is incredibly important. In this article I explain what a card file is and provide an outline of the card game development process."
How StarCraft and Shower Epiphanies Influenced Diablo 2's DesignA combination of late-morning showers and customizing StarCraft's research trees had major design consequences for Diablo 2.,"Jul 06, 2018",by David Craddock Blogger,Game developer,https://www.gamedeveloper.com/design/how-starcraft-and-shower-epiphanies-influenced-diablo-2-s-design,A combination of late-morning showers and customizing StarCraft's research trees had major design consequences for Diablo 2.
"Designing Wizard of Legend's fighting game-inspired spell combos""We took a lot of lessons from fighting games and manually adjusted a number of variables for each spell that made them feel good to use,"" says dev Dahoon Lee of the spell design for Wizard of Legend.","Jun 15, 2018",by Joel Couture Contributor,Game developer,https://www.gamedeveloper.com/design/designing-i-wizard-of-legend-i-s-fighting-game-inspired-spell-combos,"""We took a lot of lessons from fighting games and manually adjusted a number of variables for each spell that made them feel good to use,"" says dev Dahoon Lee of the spell design for Wizard of Legend."
"The Structured Path to Making an Online GameFrom simulation to adventure games, making an online game can be a lot harder than it seems. With the right process, you'll be able to break the entire project into small, incremental steps, reducing the amount of redundant work that needs to be done.","Jun 07, 2018",by Charlotte Walker Blogger,Game developer,https://www.gamedeveloper.com/design/the-structured-path-to-making-an-online-game,"From simulation to adventure games, making an online game can be a lot harder than it seems. With the right process, you'll be able to break the entire project into small, incremental steps, reducing the amount of redundant work that needs to be done."
How porting to the PSVita improved performance everywhere else.Porting our game to the Vita required lots of optimizations that helped all of our platforms. Read about what we did!,"May 30, 2018",by Lars Doucet Blogger,Game developer,https://www.gamedeveloper.com/design/how-porting-to-the-psvita-improved-performance-everywhere-else-,Porting our game to the Vita required lots of optimizations that helped all of our platforms. Read about what we did!
"Part 3, Don't show, involveThe third and last part of ""Don't show, involve"" is about plotting and how the narrative can assist the stylish elements in the creation of a form that involves and evokes emotions.

#narrative #cognition #emotions #meaning #mechanics #plotting","Apr 24, 2018",by Katarina Gyllenback Blogger,Game developer,https://www.gamedeveloper.com/design/part-3-don-t-show-involve,"The third and last part of ""Don't show, involve"" is about plotting and how the narrative can assist the stylish elements in the creation of a form that involves and evokes emotions.

#narrative #cognition #emotions #meaning #mechanics #plotting"
"""Heroes of Rings: Dragons War"" Dev Q&A with CodigamesKongregate sits down with Francisco Martínez, President & Co-founder of Codigames to talk about the development process behind ""Heroes of Rings: Dragons War.""","Apr 24, 2018",by Jill Sullivan Blogger,Game developer,https://www.gamedeveloper.com/design/-quot-heroes-of-rings-dragons-war-quot-dev-q-a-with-codigames,"Kongregate sits down with Francisco Martínez, President & Co-founder of Codigames to talk about the development process behind ""Heroes of Rings: Dragons War."""
